"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"85",2.948725,0.9691965,0.199839,0.69669775,0.4563443,0.3966628,1.97607,0.9227809,0.1658584,1.8614275,0.8395691,0.661536,0.6413162,0.810977159865502,0.724570434051166,0.821796267927749,0.101473175194573,0.660311251858247,0.588616530513342,0.660311251858247,0.160583489314885,0,771123.427691456,0.0118276,64656754.1763662,1e-04,1,0.0849838256835938,43.2593100070953,"3_40_10",3,40,10,439,FALSE,TRUE,1,0.0323300636121295,4,TRUE
"86",2.69868,0.9738361,0.1501077,0.65709475,0.4599584,0.3820906,2.3255675,0.9640851,0.1403548,2.2588525,0.6435341,0.532292,0.6558203,0.0197390023488777,-0.0806228113474612,-0.303358879128103,0.231360466889016,1.2896984895768,1.51193915477233,1.2896984895768,0.138656252898728,0,13578823.9918643,0.209935,64656754.1763662,1e-04,1,0.089756965637207,43.5937099456787,"3_41_2",3,41,2,442,FALSE,TRUE,1,0.217677966520337,4,FALSE
"87",2.84875,0.9021575,0.0862497,0.58587775,0.4469209,0.3993754,1.82051,0.9189099,0.1782013,2.101685,0.8171796,0.4306865,0.638942,-0.0375492301553015,-0.0501573417558985,-0.240350207875599,0.237711101332796,1.32142681588799,1.64747401577416,1.32142681588799,0.149647866676959,0,34100053.9175469,0.527354,64656754.1763662,1e-04,1,0.0876080989837646,44.0778319835663,"3_41_7",3,41,7,447,FALSE,TRUE,3,0.245561299802171,8,FALSE
"88",2.45597,0.7165539,0.1910457,0.582801,0.3709387,0.3513739,1.68598,0.8702487,0.1758571,2.5598675,0.6388518,0.4498225,0.6087179,0.615456286512839,0.480959260907315,0.642227425623068,0.134963181964738,1.03646904442662,0.997268389703849,1.03646904442662,0.219051405059725,0,700822.703975524,0.0107402,64656754.1763662,1e-04,1,0.0986511707305908,44.1816818714142,"3_41_8",3,41,8,448,FALSE,TRUE,4,0.121200526997497,6,FALSE
"89",2.71474,0.8443907,0.1355298,0.6933375,0.4162266,0.3706858,2.0842675,0.9335651,0.1672846,2.0075425,0.7187771,0.3481582,0.6554567,-0.0364038852559194,-0.127511575547959,-0.38163036629516,0.237893626327845,1.31738171227529,1.55667604246778,1.31738171227529,0.159998806158738,0,35738033.6270069,0.55269,64656754.1763662,1e-04,1,0.0828578472137451,44.2695460319519,"3_41_9",3,41,9,449,FALSE,TRUE,5,0.227276729125116,8,FALSE
"90",2.7279975,0.8143215,0.2244846,0.78683,0.34065222,0.3670951,2.536505,0.939569,0.11663266,1.902545,0.7571203,0.48713,0.6367751,0.0130002775461231,-0.00853224465569791,-0.175364275960427,0.231848143773044,1.29497332725783,1.60373517581711,1.29497332725783,0.156927548819946,0,14123825.9239273,0.218365,64656754.1763662,1e-04,1,0.120419025421143,44.956179857254,"3_42_3",3,42,3,454,FALSE,TRUE,3,0.236794944552652,7,FALSE
"91",2.6686975,0.7914273,0.1991031,0.64159075,0.5613156,0.3387091,2.2392475,0.6418009,0.1537642,2.445645,0.514893,0.386987,0.6508259,0.617170482559336,0.507041189437356,0.579219022739544,0.144046352209421,0.873903069199259,0.904867853083673,0.873903069199259,0.271296078790803,0,2105466.59217793,0.032467,64656754.1763662,1e-04,1,0.116334915161133,45.0793850421906,"3_42_4",3,42,4,455,FALSE,TRUE,4,0.118494072359251,3,FALSE
"92",2.6929925,0.9565083,0.153624,0.6741405,0.4445486,0.3787021,2.21072,0.9791792,0.2722147,1.83448,0.8112912,0.528698,0.6112202,0.0570427419922775,-0.0417490111738557,-0.0703105631353866,0.212054748485528,1.50113209888492,1.66434323943302,1.50113209888492,0.144794866176175,0,7934465.90400046,0.122629,64656754.1763662,1e-04,1,0.119158029556274,45.6224329471588,"3_42_8",3,42,8,459,FALSE,TRUE,3,0.248930544863043,4,FALSE
"93",2.866765,0.7766167,0.0819747,0.680622,0.3892437,0.314875,1.85703,0.6765839,0.2147644,2.1476025,0.8558084,0.655172,0.6066428,0.789389701196008,0.682540416154918,0.839232827567817,0.0998808553928033,0.810587372292643,0.668508936537451,0.810587372292643,0.247575475279908,0,292667.330588256,0.00442692,64656754.1763662,1e-04,1,0.165884971618652,46.2125430107117,"3_43_1",3,43,1,463,FALSE,TRUE,3,0.0754083954684285,3,TRUE
"94",2.7622,0.8342099,0.2146371,0.68217875,0.5353519,0.369886,1.8656225,0.9826904,0.2200453,1.3020825,0.8300092,0.476223,0.6535889,0.0640834434059756,-0.00543275771149432,-0.162989946193171,0.22633802443078,1.25422040607687,1.51176570740631,1.25422040607687,0.225763054960757,0,8772850.84528076,0.135597,64656754.1763662,1e-04,1,0.1096351146698,46.8819398880005,"3_43_6",3,43,6,468,FALSE,TRUE,5,0.223076508421533,4,FALSE
